,active_from,active_to,birth_date,college,height,name,position,url,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
108,1992,2002,"November 15, 1967","University of Portland, University of Nevada, Las Vegas",6-0,Greg Anthony,G,/players/a/anthogr01.html,176,2.3,.349,0.8,.467,.403,2.5,6.3,.733,1.4,1.9,757,7.3,3.3,.379,1.2,,9.7,.437,4.3,.707,4.0,2.8,138,12.6
109,2008,2017,"August 9, 1982","University of Nevada, Las Vegas",6-9,Joel Anthony,C,/players/a/anthojo01.html,245,0.0,,0.0,.513,.513,0.8,1.6,.662,0.5,0.8,490,2.2,0.0,,0.0,,2.6,.573,1.5,.561,1.2,0.7,68,3.7
110,2014,2015,"July 29, 1982",,6-11,Pero Antic,C-F,/players/a/anticpe01.html,260,3.0,.314,1.0,.483,.392,2.0,5.2,.730,1.2,1.7,113,6.3,,,,,,,,,,,,
111,2018,2018,"July 17, 1997",Indiana University,6-8,OG Anunoby,F,/players/a/anunoog01.html,232,2.7,.366,1.0,.573,.469,2.2,4.7,.629,0.5,0.9,72,5.9,1.5,.365,0.5,,4.8,.563,2.7,.522,1.8,0.9,50,6.8
112,2016,2016,"February 13, 1992",Michigan State University,6-1,Keith Appling,G,/players/a/applike01.html,185,0.6,.000,0.0,.250,.250,0.4,1.6,1.000,0.4,0.4,5,1.2,2.9,.334,1.0,,8.0,.431,3.5,.748,3.7,2.7,142,10.6
113,2005,2007,"August 12, 1980",Brigham Young University,6-11,Rafael Araujo,C,/players/a/araujra01.html,280,0.0,.250,0.0,.406,.405,1.1,2.8,.679,0.5,0.8,139,2.8,0.7,.268,0.2,,10.4,.567,5.9,.691,4.5,3.1,62,15.1
114,1962,1962,"February 17, 1936",Iowa State University,6-4,Stacey Arceneaux,F,/players/a/arcenst01.html,210,,,,,.393,3.1,8.0,.462,0.9,1.9,7,7.1,,,,,,,,,,,,
115,2003,2004,"March 29, 1980",University of Illinois at Urbana-Champaign,6-11,Robert Archibald,F,/players/a/archiro01.html,250,0.0,,0.0,.283,.283,0.3,1.2,.429,0.5,1.1,44,1.2,0.0,.000,0.0,,3.5,.570,2.0,.681,3.2,2.2,130,6.2
116,1971,1984,"September 2, 1948",University of Texas at El Paso,6-1,Tiny Archibald,G,/players/a/architi01.html,150,0.3,.224,0.1,.468,.467,6.7,14.4,.810,5.3,6.6,876,18.8,,,,,13.8,.507,7.0,.785,7.7,6.0,73,20.0
117,2018,2018,"March 26, 1994",Villanova University,6-3,Ryan Arcidiacono,G,/players/a/arcidry01.html,188,1.1,.292,0.3,.500,.387,0.5,1.4,.833,0.2,0.3,22,1.6,5.1,.358,1.8,,8.5,.397,3.4,.800,3.2,2.6,144,11.1
118,1971,1978,"September 19, 1948",University of Cincinnati,6-8,Jim Ard,F-C,/players/a/ardji01.html,215,0.1,.235,0.0,.403,.402,1.7,4.3,.662,0.9,1.4,431,4.4,,,,,,,,,,,,
119,2002,2012,"January 6, 1982",University of Arizona,6-3,Gilbert Arenas,G,/players/a/arenagi01.html,191,5.6,.351,2.0,.482,.421,6.7,16.0,.803,5.2,6.5,552,20.7,4.2,.361,1.5,,12.1,.466,5.6,.738,4.0,3.0,70,15.8
120,2005,2018,"June 30, 1985","University of California, Los Angeles",6-8,Trevor Ariza,F,/players/a/arizatr01.html,215,3.9,.354,1.4,.503,.425,3.8,8.9,.723,1.6,2.2,941,10.5,3.0,.237,0.7,,10.0,.426,4.3,.504,4.5,2.3,25,11.6
121,1951,1962,"April 9, 1928",Villanova University,6-4,Paul Arizin,F-G,/players/a/arizipa01.html,190,,,,,.421,7.9,18.7,.810,7.0,8.7,713,22.8,,,,,6.6,1.083,7.1,.745,7.6,5.7,80,20.0
122,1988,1988,"July 20, 1965",Niagara University,6-9,Joe Arlauckas,F,/players/a/arlaujo01.html,230,0.0,,0.0,.326,.326,1.6,4.8,.750,0.7,0.9,9,3.8,0.3,.250,0.1,,12.1,.507,6.1,.644,3.2,2.1,112,14.4
123,1990,2000,"September 9, 1967",University of Iowa,6-2,B.J. Armstrong,G,/players/a/armstbj01.html,175,1.4,.425,0.6,.513,.477,3.8,8.0,.856,1.6,1.9,747,9.8,3.0,.443,1.3,,9.1,.492,4.5,.831,3.7,3.1,130,13.1
124,1957,1957,"June 17, 1933",Michigan State University,6-8,Bob Armstrong,C-F,/players/a/armstbo01.html,220,,,,,.297,0.6,1.9,.500,0.3,0.6,19,1.5,,,,,,,,,,,,
125,2002,2004,"June 16, 1980",Pepperdine University,6-5,Brandon Armstrong,G,/players/a/armstbr01.html,188,0.7,.333,0.2,.395,.352,0.9,2.7,.600,0.1,0.2,108,2.2,5.6,.391,2.2,,15.1,.439,6.6,.824,3.2,2.7,65,18.1
126,1949,1951,"November 1, 1918",Indiana University,5-11,Curly Armstrong,G-F,/players/a/armstcu01.html,170,,,,,.295,2.3,7.7,.692,2.3,3.3,153,6.8,,,,,,,,,,,,
127,1995,2008,"June 22, 1968",Fayetteville State University,6-0,Darrell Armstrong,G,/players/a/armstda01.html,170,3.3,.334,1.1,.480,.409,3.2,7.7,.871,1.7,2.0,840,9.2,,,,,,,,,,,,
128,2007,2014,"November 11, 1984",University of Connecticut,6-11,Hilton Armstrong,F-C,/players/a/armsthi01.html,235,0.0,.286,0.0,.502,.501,1.2,2.4,.582,0.6,1.1,292,3.0,0.0,.333,0.0,,3.1,.563,1.7,.578,2.1,1.2,131,4.7
129,1978,1979,"October 5, 1955",Duke University,6-3,Tate Armstrong,G,/players/a/armstta01.html,175,,,,,.454,1.7,3.8,.800,0.3,0.4,92,3.8,,,,,,,,,,,,
130,1956,1956,"December 30, 1933",Pennsylvania State University,6-5,Jesse Arnelle,F,/players/a/arnelje01.html,220,,,,,.317,1.7,5.3,.623,1.4,2.2,31,4.7,,,,,,,,,,,,
131,1964,1966,"December 19, 1938",University of Texas at Austin,6-2,Jay Arnette,G,/players/a/arnetja01.html,175,,,,,.365,1.4,3.9,.760,0.9,1.1,114,3.7,,,,,,,,,,,,
132,1970,1974,"November 3, 1947",University of Notre Dame,6-5,Bob Arnzen,F,/players/a/arnzebo01.html,205,0.1,.200,0.0,.466,.465,1.7,3.7,.800,0.5,0.7,111,4.0,,,,,,,,,,,,
133,2002,2011,"July 30, 1979",Florida International University,6-2,Carlos Arroyo,G,/players/a/arroyca01.html,202,0.7,.338,0.2,.459,.438,2.5,5.7,.806,1.4,1.7,569,6.6,,,,,,,,,,,,
134,2009,2018,"March 25, 1988",University of Kansas,6-9,Darrell Arthur,F,/players/a/arthuda01.html,235,0.9,.352,0.3,.470,.444,2.7,6.2,.765,0.7,0.9,503,6.5,0.2,.118,0.0,,8.7,.541,4.7,.676,2.7,1.8,78,11.3
135,1970,1970,"August 15, 1947",Tulane University,6-4,John Arthurs,G,/players/a/arthujo01.html,185,,,,,.343,1.1,3.2,.733,1.0,1.4,11,3.2,,,,,,,,,,,,
136,2018,2018,"January 12, 1993",University of Pittsburgh,6-7,Jamel Artis,G-F,/players/a/artisja01.html,213,2.1,.296,0.6,.493,.435,2.3,5.3,.600,0.5,0.8,13,5.7,3.3,.378,1.3,,9.1,.470,4.3,.759,3.6,2.7,135,12.6
137,2011,2018,"July 4, 1986",,7-0,Omer Asik,C,/players/a/asikom01.html,255,0.0,.000,0.0,.528,.528,2.0,3.8,.551,1.2,2.3,469,5.3,,,,,,,,,,,,
138,1988,1998,"February 28, 1966",University of Memphis,6-6,Vincent Askew,G-F,/players/a/askewvi01.html,210,0.5,.300,0.2,.494,.479,2.6,5.4,.754,1.7,2.3,467,7.1,1.2,.381,0.5,,8.9,.492,4.4,.751,3.2,2.4,103,11.4
139,1991,1999,"December 15, 1967",University of Alabama,6-7,Keith Askins,G-F,/players/a/askinke01.html,197,1.6,.355,0.6,.483,.401,1.4,3.5,.717,0.5,0.6,486,3.8,2.1,.400,0.8,,5.2,.446,2.3,.658,1.7,1.1,128,6.7
140,1954,1954,"February 15, 1928",Alliance College,6-2,Don Asmonga,G,/players/a/asmondo01.html,185,,,,,.133,0.3,2.1,1.000,0.1,0.1,7,0.7,,,,,,,,,,,,
141,1956,1958,"September 21, 1931",Indiana State University,6-2,Dick Atha,G,/players/a/athadi01.html,190,,,,,.393,1.2,3.1,.795,0.7,0.9,43,3.2,,,,,,,,,,,,
142,2000,2010,"August 14, 1974",University of South Florida,5-11,Chucky Atkins,G,/players/a/atkinch01.html,160,3.7,.364,1.3,.489,.412,3.6,8.7,.772,1.4,1.8,696,9.9,6.1,.362,2.2,,11.6,.410,4.7,.737,3.9,2.9,111,14.6
143,1961,1971,"November 7, 1936",North Carolina Agricultural and Technical State University,6-0,Al Attles,G,/players/a/attleal01.html,175,,,,,.451,3.5,7.8,.632,1.9,3.0,711,8.9,,,,,,,,,,,,
144,1947,1947,"May 18, 1916",Michigan State University,5-10,Chet Aubuchon,G,/players/a/aubucch01.html,137,,,,,.253,0.8,3.0,.543,0.6,1.2,30,2.2,,,,,,,,,,,,
145,1992,2006,"August 1, 1968","University of Nevada, Las Vegas",6-8,Stacey Augmon,F-G,/players/a/augmost01.html,205,0.1,.152,0.0,.470,.469,3.0,6.5,.728,1.9,2.6,1001,8.0,1.6,.420,0.7,,9.4,.555,5.2,.677,4.1,2.8,145,13.9
146,2009,2018,"November 10, 1987",University of Texas at Austin,6-0,D.J. Augustin,G,/players/a/augusdj01.html,183,3.3,.376,1.3,.488,.406,3.1,7.7,.863,2.1,2.5,724,9.6,4.1,.402,1.6,,12.2,.443,5.4,.808,5.5,4.4,73,16.9
147,2007,2008,"February 27, 1984",University of Illinois at Urbana-Champaign,6-10,James Augustine,F,/players/a/augusja01.html,235,0.0,,0.0,.514,.514,0.7,1.4,.500,0.1,0.3,27,1.6,0.1,.333,0.0,,6.3,.617,3.9,.687,3.3,2.3,137,10.1
148,1992,2002,"August 18, 1969",Arizona State University,6-10,Isaac Austin,C,/players/a/austiis01.html,255,0.1,.176,0.0,.448,.446,3.0,6.7,.670,1.6,2.4,432,7.6,0.0,.000,0.0,,10.3,.559,5.8,.637,5.4,3.4,61,15.0
149,1967,1968,"August 31, 1944",Boston College,6-0,Johnny Austin,G,/players/a/austijo01.html,170,0.3,.000,0.0,.375,.375,2.5,6.7,.731,2.5,3.5,45,7.6,,,,,,,,,,,,
150,1984,1984,"July 15, 1961",Rice University,6-9,Ken Austin,F,/players/a/austike01.html,205,0.0,,0.0,.462,.462,0.9,1.9,,0.0,0.0,7,1.7,,,,,8.6,.486,4.2,.590,3.4,2.0,91,10.3
151,1993,2000,"October 18, 1969",Seton Hall University,6-9,Anthony Avent,F,/players/a/aventan01.html,235,0.0,.000,0.0,.403,.403,2.3,5.7,.686,0.9,1.4,352,5.6,0.0,,0.0,,7.9,.527,4.2,.701,3.4,2.4,100,10.7
152,1974,1978,"July 22, 1952",Pepperdine University,6-1,Bird Averitt,G,/players/a/averibi01.html,170,1.0,.249,0.2,.412,.405,4.8,11.8,.743,2.4,3.3,366,12.1,,,,,,,,,,,,
153,2000,2002,"August 8, 1979",Duke University,6-2,William Avery,G,/players/a/averywi01.html,197,1.1,.255,0.3,.378,.330,1.0,2.9,.714,0.5,0.6,142,2.7,4.0,.369,1.5,,8.7,.470,4.1,.784,2.8,2.2,74,11.9
154,1971,1982,"February 22, 1948",Santa Clara University,6-10,Dennis Awtrey,C,/players/a/awtrede01.html,235,0.0,,0.0,.459,.459,1.9,4.1,.652,1.0,1.6,733,4.8,,,,,13.3,.578,7.7,.715,6.4,4.6,84,19.9
155,2012,2014,"April 1, 1985",,6-10,Gustavo Ayon,C,/players/a/ayongu01.html,250,0.0,.000,0.0,.536,.536,2.1,3.9,.504,0.5,1.0,135,4.7,,,,,,,,,,,,
156,2010,2016,"April 29, 1987",Arizona State University,6-9,Jeff Ayres,F,/players/p/pendeje02.html,240,0.0,.400,0.0,.555,.553,1.2,2.2,.776,0.5,0.6,237,2.9,0.1,.000,0.0,,8.4,.580,4.8,.764,3.8,2.9,126,12.6
157,2007,2012,"December 16, 1983",University of Kentucky,6-5,Kelenna Azubuike,G,/players/a/azubuke01.html,220,2.5,.409,1.0,.519,.459,3.9,8.4,.770,1.8,2.3,208,10.5,2.6,.373,1.0,,7.5,.485,3.6,.752,2.3,1.7,97,10.0
158,2014,2014,"February 14, 1990","Pennsylvania State University, Iowa State University",6-5,Chris Babb,G,/players/b/babbch01.html,225,1.9,.222,0.4,.367,.267,0.6,2.1,,0.0,0.0,14,1.6,4.7,.359,1.7,,6.2,.377,2.3,.733,1.2,0.9,130,7.2
159,2011,2018,"June 20, 1989","University of Nevada, Reno",6-9,Luke Babbitt,F,/players/b/babbilu01.html,225,2.6,.402,1.0,.532,.408,1.7,4.2,.747,0.3,0.4,381,4.8,2.6,.421,1.1,,13.6,.480,6.5,.893,5.8,5.2,68,19.4
160,1991,1992,"November 23, 1968",Tennessee Technological University,7-0,Milos Babic,C-F,/players/b/babicmi01.html,240,0.0,,0.0,.375,.375,0.6,1.5,.650,0.6,1.0,21,1.8,0.1,.286,0.0,,10.3,.468,4.8,.667,3.8,2.6,80,12.2
161,1949,1949,"July 10, 1924",Fordham University,6-2,Johnny Bach,F-G,/players/b/bachjo01.html,180,,,,,.286,1.0,3.5,.680,1.5,2.2,34,3.5,,,,,,,,,,,,
162,2018,2018,"August 30, 1995",Florida State University,6-6,Dwayne Bacon,G,/players/b/bacondw01.html,222,0.8,.256,0.2,.404,.375,1.4,3.6,.800,0.4,0.5,53,3.3,4.1,.312,1.3,,13.5,.449,6.1,.733,4.2,3.1,69,16.5
163,1973,1973,"July 5, 1948",University of Louisville,6-3,Henry Bacon,G,/players/b/baconhe01.html,205,0.2,.200,0.0,.372,.366,1.3,3.5,.603,0.9,1.6,47,3.5,,,,,,,,,,,,
164,1953,1957,"December 9, 1927",Eastern Kentucky University,6-4,Jim Baechtold,F-G,/players/b/baechji01.html,205,,,,,.388,3.5,9.0,.783,2.8,3.5,321,9.7,,,,,,,,,,,,
165,2001,2003,"February 7, 1980",,7-1,Dalibor Bagaric,C,/players/b/bagarda01.html,255,0.0,.000,0.0,.361,.361,1.0,2.8,.559,0.6,1.1,95,2.6,,,,,,,,,,,,
166,1983,1994,"April 23, 1960",Boston College,6-0,John Bagley,G,/players/b/baglejo01.html,185,0.7,.241,0.2,.448,.437,3.5,8.1,.779,1.5,1.9,665,8.7,,,,,13.2,.496,6.5,.778,6.2,4.8,91,17.9
167,1982,1982,"April 23, 1958",Tuskegee University,7-0,Carl Bailey,C,/players/b/baileca01.html,210,0.0,,0.0,1.000,1.000,1.0,1.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
168,1975,1980,"February 18, 1951",University of Texas at El Paso,6-5,Gus Bailey,G-F,/players/b/bailegu01.html,185,0.1,1.000,0.1,.408,.406,1.1,2.6,.510,0.5,1.0,147,2.6,,,,,8.7,.511,4.4,.595,5.8,3.5,76,12.3
169,1980,1988,"May 21, 1957",Rutgers University,6-9,James Bailey,F-C,/players/b/baileja01.html,220,0.0,.077,0.0,.484,.484,3.4,7.1,.703,1.9,2.8,595,8.8,,,,,12.8,.545,7.0,.655,4.2,2.8,122,16.7
170,1984,1999,"April 7, 1961",North Carolina State University,6-11,Thurl Bailey,F-C,/players/b/baileth01.html,215,0.0,.114,0.0,.473,.473,5.1,10.8,.812,2.5,3.1,928,12.8,0.4,.667,0.3,,9.7,.513,5.0,.745,2.9,2.1,123,12.1
171,1999,2000,"November 19, 1975","University of California, Los Angeles",6-6,Toby Bailey,G,/players/b/baileto01.html,213,0.2,.200,0.0,.414,.407,1.3,3.1,.692,0.7,1.1,73,3.3,3.9,.341,1.3,,11.5,.459,5.3,.667,3.7,2.5,129,14.3
172,2015,2016,"December 7, 1990",University of New Mexico,6-9,Cameron Bairstow,F-C,/players/b/bairsca01.html,250,0.1,.200,0.0,.306,.296,0.4,1.5,.846,0.3,0.4,36,1.2,0.0,.333,0.0,,6.0,.517,3.1,.717,4.2,3.0,134,9.2
173,1976,1976,"December 25, 1953",University of Hawaii,6-9,Jimmie Baker,F,/players/b/bakerji01.html,220,0.0,,0.0,.200,.200,0.6,3.0,.000,0.0,0.4,5,1.2,,,,,,,,,,,,
174,1999,1999,"November 11, 1969",Ohio State University,6-1,LaMark Baker,G,/players/b/bakerla01.html,175,0.0,,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,0.3,.192,0.1,,7.5,.508,3.8,.676,4.3,2.9,92,10.6
175,2005,2005,"July 28, 1979",Oklahoma State University,6-1,Maurice Baker,G,/players/b/bakerma01.html,175,0.0,,0.0,.000,.000,0.0,0.2,,0.0,0.0,5,0.0,4.6,.391,1.8,,11.7,.481,5.6,.819,4.0,3.3,59,16.4
176,1947,1947,"February 17, 1923",,6-0,Norm Baker,G,/players/b/bakerno01.html,180,,,,,.000,0.0,0.3,,0.0,0.0,4,0.0,,,,,,,,,,,,
177,2017,2018,"March 30, 1993",Wichita State University,6-4,Ron Baker,G,/players/b/bakerro01.html,220,1.5,.286,0.4,.431,.370,1.3,3.4,.696,0.6,0.9,81,3.5,5.3,.369,2.0,,9.7,.433,4.2,.801,3.5,2.8,124,13.2
178,1994,2006,"November 23, 1971",University of Hartford,6-11,Vin Baker,F,/players/b/bakervi01.html,232,0.2,.215,0.0,.487,.485,5.9,12.2,.638,3.1,4.8,791,15.0,2.2,.300,0.7,,16.2,.475,7.7,.637,6.2,4.0,112,20.0
179,2017,2018,"March 29, 1996",Vanderbilt University,6-4,Wade Baldwin,G,/players/b/baldwwa01.html,202,0.7,.259,0.2,.387,.361,1.2,3.4,.783,0.9,1.2,39,3.6,2.9,.422,1.2,,8.0,.431,3.4,.800,4.4,3.5,68,11.6
180,2007,2012,"July 14, 1984",University of South Carolina,6-8,Renaldo Balkman,F,/players/b/balkmre01.html,208,0.3,.172,0.0,.518,.510,1.7,3.3,.542,0.7,1.2,221,4.0,0.5,.291,0.2,,5.5,.553,3.0,.533,2.2,1.2,104,7.4
181,1991,1991,"April 16, 1968",University of North Carolina at Charlotte,6-8,Cedric Ball,F,/players/b/ballce01.html,210,0.0,,0.0,.375,.375,0.4,1.1,1.000,0.3,0.3,7,1.1,0.0,.000,0.0,,6.7,.569,3.8,.599,4.3,2.6,88,10.2
182,2018,2018,"October 27, 1997","University of California, Los Angeles",6-6,Lonzo Ball,G,/players/b/balllo01.html,190,5.7,.305,1.7,.440,.360,3.9,10.8,.451,0.6,1.4,52,10.2,5.4,.412,2.2,,9.5,.551,5.3,.673,2.7,1.8,36,14.6
183,1978,1989,"January 29, 1955",University of Oregon,6-7,Greg Ballard,F,/players/b/ballagr01.html,215,0.4,.338,0.1,.477,.472,5.3,11.1,.787,1.8,2.3,802,12.4,,,,,11.5,.510,5.9,.778,5.4,4.2,115,15.9
184,1947,1947,"June 21, 1921",Pennsylvania State University,6-4,Herschel Baltimore,F,/players/b/baltihe01.html,195,,,,,.202,0.9,4.5,.464,0.6,1.2,58,2.4,,,,,,,,,,,,
185,1982,1987,"May 15, 1959",Duke University,6-7,Gene Banks,F-G,/players/b/banksge01.html,215,0.1,.043,0.0,.539,.539,4.6,8.5,.730,2.2,3.0,468,11.3,,,,,12.6,.531,6.7,.722,4.8,3.4,124,16.8
186,2004,2011,"November 19, 1981","University of Nevada, Las Vegas",6-2,Marcus Banks,G,/players/b/banksma01.html,200,1.1,.327,0.4,.469,.432,2.1,4.9,.768,1.3,1.7,348,5.9,3.1,.330,1.0,,12.2,.495,6.0,.731,6.8,5.0,63,18.1
187,1971,1971,"August 26, 1947",Western Kentucky University,6-10,Walker Banks,C,/players/b/bankswa01.html,205,0.0,,0.0,.500,.500,1.1,2.1,.412,0.4,1.1,16,2.6,,,,,,,,,,,,
188,1985,1991,"April 1, 1960","Indiana State University, Saint Augustine's College",6-9,Ken Bannister,F-C,/players/b/bannike01.html,235,0.0,.000,0.0,.488,.488,2.3,4.8,.492,1.3,2.6,253,5.9,,,,,,,,,,,,
189,1974,1982,"December 3, 1951",Saint Joseph's University,6-9,Mike Bantom,F-C,/players/b/bantomi01.html,200,0.1,.200,0.0,.468,.468,4.9,10.4,.692,2.4,3.4,706,12.1,,,,,16.5,.476,7.8,.697,6.3,4.4,84,20.0
190,1957,1957,"June 27, 1927","California State University, Los Angeles",6-6,John Barber,F,/players/b/barbejo01.html,210,,,,,.250,0.4,1.6,.500,0.6,1.2,5,1.4,,,,,,,,,,,,
191,2004,2017,"November 28, 1982",,6-3,Leandro Barbosa,G,/players/b/barbole01.html,194,3.0,.387,1.2,.526,.459,4.0,8.7,.821,1.5,1.8,850,10.6,,,,,,,,,,,,
192,1992,1996,"April 5, 1968",University of Illinois at Urbana-Champaign,6-5,Steve Bardo,G,/players/b/bardost01.html,190,0.3,.100,0.0,.335,.329,0.8,2.6,.696,0.5,0.7,33,2.2,1.0,.455,0.5,,5.6,.439,2.4,.701,2.4,1.7,129,7.0
193,2007,2018,"June 26, 1984",Northeastern University,6-0,J.J. Barea,G,/players/b/bareajo01.html,185,2.8,.354,1.0,.486,.424,3.4,8.0,.798,1.1,1.4,764,8.9,7.0,.321,2.3,,17.1,.404,6.9,.764,5.5,4.2,113,20.3
194,2007,2016,"October 26, 1985",,7-0,Andrea Bargnani,F-C,/players/b/bargnan01.html,245,3.2,.354,1.1,.486,.439,5.3,12.1,.824,2.5,3.0,550,14.3,,,,,,,,,,,,
195,1950,1952,"January 15, 1921",University of Kentucky,6-2,Cliff Barker,G,/players/b/barkecl01.html,185,,,,,.316,1.3,4.3,.662,1.0,1.6,149,3.7,,,,,,,,,,,,
196,1977,1979,"March 11, 1955",University of Hawaii,6-11,Tom Barker,C-F,/players/b/barketo01.html,225,,,,,.422,2.6,6.0,.692,1.4,2.1,98,6.5,,,,,,,,,,,,
197,1985,2000,"February 20, 1963",Auburn University,6-6,Charles Barkley,F,/players/b/barklch01.html,252,1.9,.266,0.5,.558,.541,7.9,14.5,.735,5.9,8.1,1073,22.1,,,,,8.9,.626,5.6,.652,4.5,3.0,84,14.1
198,2001,2002,"February 21, 1978",St. John's University,6-1,Erick Barkley,G,/players/b/barkler01.html,177,0.6,.267,0.1,.378,.356,1.2,3.3,.900,0.3,0.4,27,2.9,5.0,.328,1.6,,12.3,.396,4.9,.727,4.4,3.2,65,14.6
199,1952,1955,"March 31, 1923","University of California, Los Angeles",6-6,Don Barksdale,F-C,/players/b/barksdo01.html,200,,,,,.370,3.9,10.5,.660,3.3,5.0,262,11.0,,,,,,,,,,,,
200,2013,2018,"May 30, 1992",University of North Carolina,6-8,Harrison Barnes,F,/players/b/barneha02.html,210,2.8,.367,1.0,.499,.451,5.0,11.0,.789,2.1,2.7,463,13.1,4.4,.349,1.5,,13.6,.430,5.8,.734,4.3,3.1,75,16.3
201,1969,1969,"July 25, 1945",Northeastern University,6-3,Harry Barnes,F,/players/b/barneha01.html,205,,,,,.281,0.8,2.9,.538,0.3,0.6,22,2.0,,,,,,,,,,,,
202,1965,1971,"April 13, 1941",University of Texas at El Paso,6-8,Jim Barnes,C-F,/players/b/barneji01.html,210,,,,,.429,3.4,7.9,.684,2.0,2.9,454,8.8,,,,,,,,,,,,
203,1975,1980,"July 27, 1952",Providence College,6-8,Marvin Barnes,F-C,/players/b/barnema01.html,210,0.1,.214,0.0,.481,.481,6.7,13.8,.691,2.7,3.9,315,16.0,,,,,16.8,.515,8.7,.670,5.0,3.4,89,20.7
204,2004,2017,"March 9, 1980","University of California, Los Angeles",6-7,Matt Barnes,F,/players/b/barnema02.html,226,3.2,.335,1.1,.513,.436,3.0,6.9,.745,1.1,1.5,929,8.2,1.6,.314,0.5,,7.1,.469,3.3,.566,2.9,1.7,121,8.8
205,1960,1974,"October 2, 1936",Tennessee State University,6-4,Dick Barnett,G-F,/players/b/barnedi01.html,190,,,,,.456,6.2,13.6,.761,3.4,4.5,971,15.8,,,,,,,,,,,,
206,1967,1977,"July 7, 1944",University of Oregon,6-4,Jim Barnett,G-F,/players/b/barneji02.html,170,,,,,.435,4.5,10.4,.797,2.6,3.2,732,11.7,,,,,,,,,,,,
207,1976,1976,"January 29, 1953",University of Akron,6-3,Nathaniel Barnett,G,/players/b/barnena01.html,175,0.1,.000,0.0,.462,.462,1.0,2.2,.375,0.3,0.7,12,2.3,,,,,,,,,,,,
208,1963,1972,"March 20, 1938",Tennessee State University,6-1,John Barnhill,G,/players/b/barnhjo01.html,180,2.8,.236,0.7,.416,.406,3.4,8.5,.658,1.6,2.4,589,8.6,,,,,,,,,,,,
209,1977,1977,"July 15, 1953",Washington State University,6-4,Norton Barnhill,G,/players/b/barnhno01.html,205,,,,,.333,0.5,1.5,,0.0,0.0,4,1.0,,,,,,,,,,,,
210,1950,1954,"May 11, 1924",University of Notre Dame,6-4,Leo Barnhorst,F-G,/players/b/barnhle01.html,190,,,,,.368,3.9,10.7,.665,1.5,2.3,344,9.4,,,,,,,,,,,,
211,1947,1947,"August 8, 1918",Pennsylvania State University,6-3,John Barr,F,/players/b/barrjo01.html,205,,,,,.283,2.1,7.6,.595,0.8,1.4,58,5.1,,,,,,,,,,,,
212,1973,1977,"October 19, 1950",Duquesne University,6-3,Mike Barr,G,/players/b/barrmi01.html,180,0.1,.333,0.0,.482,.479,2.5,5.1,.753,0.9,1.3,307,5.9,,,,,,,,,,,,
213,1971,1971,"June 19, 1944",Duquesne University,6-4,Moe Barr,G,/players/b/barrmo01.html,195,,,,,.403,0.8,2.0,.846,0.4,0.4,31,2.0,,,,,,,,,,,,
214,2005,2008,"February 21, 1982",Seton Hall University,5-10,Andre Barrett,G,/players/b/barrean01.html,172,1.0,.246,0.3,.405,.369,1.3,3.6,.727,0.4,0.5,67,3.3,5.7,.351,2.0,,12.4,.415,5.1,.773,3.9,3.0,122,15.3
215,1954,1956,"August 27, 1929",Kansas State University,6-3,Ernie Barrett,G-F,/players/b/barreer01.html,180,,,,,.369,2.0,5.5,.748,0.8,1.1,131,4.9,,,,,,,,,,,,
216,1970,1973,"September 5, 1943",West Virginia University Institute of Technology,6-2,Mike Barrett,G,/players/b/barremi01.html,155,1.6,.310,0.5,.461,.440,5.2,11.8,.746,2.4,3.3,187,13.4,,,,,,,,,,,,
217,2006,2015,"August 14, 1981",University of Memphis,7-0,Earl Barron,C,/players/b/barroea01.html,250,0.1,.167,0.0,.373,.371,1.8,4.9,.702,0.9,1.3,140,4.6,0.2,.174,0.0,,5.9,.479,2.8,.685,3.2,2.2,128,7.8
218,1990,2004,"April 13, 1967",Boston College,5-11,Dana Barros,G,/players/b/barroda01.html,163,3.1,.411,1.3,.536,.460,3.9,8.4,.858,1.5,1.7,850,10.5,7.4,.432,3.2,,14.6,.473,6.9,.841,4.0,3.4,119,19.7
219,1996,2009,"December 31, 1971",Oregon State University,6-6,Brent Barry,G,/players/b/barrybr01.html,185,3.8,.405,1.5,.570,.460,3.2,6.9,.823,1.4,1.7,912,9.3,3.5,.345,1.2,,8.4,.480,4.0,.794,3.5,2.8,108,12.1
220,1998,2000,"February 17, 1973",Georgia Institute of Technology,6-5,Drew Barry,G,/players/b/barrydr01.html,191,1.1,.381,0.4,.534,.417,0.7,1.7,.774,0.4,0.5,60,2.2,4.1,.369,1.5,,7.8,.447,3.5,.778,2.8,2.2,117,10.7
